age,status,sex,orientation,body_type,diet,drinks,drugs,smokes
25,single,f,straight,skinny,mostly anything,socially,never,no
44,seeing someone,f,straight,thin,mostly vegetarian,socially,sometimes,when drinking
52,single,m,straight,athletic,strictly anything,rarely,never,no
30,single,f,straight,fit,mostly anything,rarely,sometimes,no
58,single,f,straight,curvy,anything,socially,never,no
33,single,f,straight,average,strictly anything,socially,,no
44,single,f,straight,fit,mostly anything,socially,never,no
31,single,f,straight,fit,strictly anything,often,never,
38,single,f,straight,curvy,strictly anything,socially,sometimes,no
47,single,f,straight,average,mostly anything,rarely,never,no
29,single,m,straight,thin,,socially,,
28,available,m,bisexual,fit,mostly vegetarian,often,sometimes,no
40,single,f,gay,athletic,,socially,,no
64,single,f,straight,average,mostly anything,rarely,never,no
52,single,f,straight,average,,socially,never,no
37,single,m,straight,athletic,mostly vegetarian,socially,never,no
33,single,f,straight,curvy,mostly anything,socially,,no
58,married,m,straight,thin,,socially,never,no
43,single,m,straight,athletic,,socially,,no
27,single,m,straight,athletic,,socially,never,no
57,single,f,straight,a little extra,anything,not at all,never,no
64,single,f,straight,athletic,mostly vegetarian,socially,never,no
41,single,m,straight,full figured,strictly anything,rarely,never,no
35,single,m,straight,fit,,rarely,sometimes,no
26,single,m,straight,average,strictly anything,socially,never,when drinking
52,single,m,gay,a little extra,other,socially,never,no
45,single,f,straight,curvy,mostly anything,socially,never,no
24,single,f,straight,average,strictly anything,not at all,never,yes
26,single,m,straight,average,anything,socially,never,
25,single,m,straight,,,socially,never,no
35,single,m,straight,fit,,socially,never,no
25,single,f,straight,fit,,socially,never,sometimes
33,single,m,straight,athletic,,socially,never,no
41,single,m,straight,average,,socially,sometimes,no
26,single,f,straight,skinny,mostly anything,socially,never,no
27,single,m,straight,a little extra,,often,sometimes,trying to quit
25,single,f,straight,fit,anything,socially,never,no
39,single,f,straight,athletic,,socially,sometimes,no
35,single,m,straight,athletic,mostly anything,socially,never,no
30,single,f,straight,curvy,,socially,,no
21,single,m,straight,athletic,anything,socially,sometimes,sometimes
48,single,f,straight,fit,mostly anything,socially,never,no
25,seeing someone,m,straight,a little extra,,often,never,no
27,single,m,bisexual,athletic,mostly anything,very often,sometimes,when drinking
20,single,m,straight,average,,rarely,never,no
31,available,m,straight,thin,anything,socially,never,when drinking
37,single,f,straight,full figured,,socially,never,no
55,single,f,straight,curvy,strictly other,socially,never,no
37,single,f,straight,athletic,mostly other,socially,never,no
24,single,m,straight,average,mostly anything,socially,never,trying to quit
32,single,f,straight,average,mostly anything,socially,never,no
18,single,m,straight,average,mostly anything,not at all,never,no
19,single,m,straight,fit,mostly anything,socially,never,no
22,single,f,straight,fit,mostly anything,socially,never,no
23,single,m,straight,fit,strictly vegetarian,not at all,,
36,single,f,straight,athletic,strictly anything,socially,never,trying to quit
19,single,f,straight,overweight,strictly anything,socially,never,no
30,single,m,straight,athletic,,socially,never,no
43,single,f,straight,curvy,mostly anything,socially,never,no
19,single,m,straight,athletic,,not at all,never,no
36,single,m,straight,athletic,anything,often,,no
32,single,m,straight,athletic,anything,,never,no
32,single,m,straight,athletic,mostly anything,socially,,no
33,single,f,straight,skinny,anything,socially,never,no
27,single,f,gay,skinny,vegetarian,often,never,no
30,single,f,straight,fit,,rarely,never,no
26,single,m,straight,average,anything,socially,never,no
34,single,m,straight,athletic,,socially,never,no
23,single,m,straight,,,socially,never,no
38,available,m,straight,athletic,anything,socially,never,no
57,single,f,straight,skinny,,socially,never,sometimes
31,single,m,straight,fit,mostly anything,socially,never,no
41,single,m,straight,thin,strictly anything,socially,,no
30,single,m,gay,fit,,socially,never,no
27,single,m,straight,skinny,mostly anything,often,never,no
33,single,m,gay,,,,,no
33,single,m,straight,athletic,strictly anything,socially,never,no
38,single,f,straight,,,socially,never,no
45,single,f,gay,fit,,socially,sometimes,no
36,single,m,straight,fit,,socially,never,no
32,single,m,straight,fit,mostly anything,socially,never,no
28,single,m,straight,average,,socially,never,no
34,single,f,bisexual,fit,mostly vegetarian,socially,never,no
30,single,f,straight,fit,anything,socially,never,no
34,single,m,straight,average,,socially,sometimes,trying to quit
61,single,m,straight,average,other,not at all,never,no
31,seeing someone,m,straight,average,,socially,,no
21,single,m,straight,athletic,,socially,,no
38,single,f,straight,fit,strictly anything,socially,,when drinking
24,single,m,straight,,mostly vegetarian,socially,never,when drinking
31,single,f,straight,curvy,,socially,never,no
34,single,f,straight,curvy,strictly anything,socially,never,no
33,seeing someone,f,bisexual,average,strictly anything,socially,,sometimes
27,single,m,straight,athletic,,socially,never,no
31,single,m,straight,,,socially,never,no
45,single,m,straight,average,mostly anything,often,,no
33,single,m,straight,jacked,anything,socially,,no
27,single,f,straight,fit,,socially,,sometimes
41,single,m,straight,athletic,,socially,never,sometimes
29,single,m,straight,athletic,anything,socially,never,no
25,single,m,gay,thin,strictly anything,socially,,no
47,single,m,gay,fit,,socially,never,no
30,single,m,straight,athletic,strictly anything,socially,never,no
21,single,m,straight,a little extra,strictly anything,socially,,sometimes
29,single,m,straight,fit,mostly anything,socially,never,no
32,single,m,straight,average,,socially,never,no
33,single,m,straight,,,,never,
42,single,m,straight,average,anything,very often,never,no
23,single,m,straight,thin,,socially,never,no
23,single,m,straight,average,,socially,never,when drinking
43,married,f,straight,full figured,strictly anything,socially,sometimes,no
23,single,f,straight,,vegetarian,often,,no
28,single,m,straight,average,,socially,sometimes,yes
38,single,f,gay,curvy,,often,sometimes,yes
26,single,f,gay,a little extra,anything,socially,never,when drinking
39,single,m,gay,thin,mostly anything,socially,sometimes,no
28,single,m,straight,athletic,other,socially,never,no
20,single,f,straight,a little extra,,socially,never,no
46,single,f,straight,fit,,rarely,never,no
28,single,m,straight,average,anything,,never,
29,single,m,straight,athletic,,socially,never,no
30,single,m,straight,athletic,,socially,never,
36,single,m,straight,a little extra,mostly anything,not at all,never,trying to quit
34,single,m,straight,overweight,,,never,
39,available,m,straight,average,strictly anything,socially,never,no
33,seeing someone,m,straight,athletic,,socially,sometimes,no
22,single,m,straight,fit,mostly vegetarian,socially,sometimes,
39,seeing someone,m,straight,average,,socially,never,no
40,single,m,straight,fit,mostly anything,socially,never,no
34,single,f,straight,curvy,,,never,
26,single,m,straight,average,mostly vegetarian,very often,sometimes,sometimes
30,single,m,gay,average,,socially,never,when drinking
38,single,f,straight,fit,,socially,never,no
38,single,m,straight,,,not at all,never,no
25,single,f,straight,skinny,anything,rarely,never,when drinking
36,single,m,straight,athletic,mostly vegetarian,socially,never,no
24,single,f,gay,fit,,socially,never,no
35,single,m,straight,fit,anything,often,sometimes,trying to quit
27,single,m,straight,athletic,mostly anything,socially,never,no
32,single,f,straight,fit,mostly anything,socially,,no
40,single,m,straight,average,,often,never,no
33,single,f,straight,thin,anything,socially,never,no
33,single,m,straight,fit,mostly anything,socially,never,no
32,single,m,gay,average,anything,socially,sometimes,no
34,single,m,straight,average,mostly vegetarian,socially,,trying to quit
24,available,m,straight,fit,mostly anything,socially,never,sometimes
25,single,f,bisexual,thin,mostly vegetarian,socially,,no
31,single,m,straight,average,mostly anything,socially,never,trying to quit
35,single,m,straight,fit,anything,socially,,
22,single,m,straight,athletic,mostly vegetarian,socially,often,trying to quit
23,single,f,straight,thin,mostly anything,socially,,no
23,single,f,bisexual,full figured,mostly anything,not at all,,no
36,single,m,bisexual,average,,often,sometimes,no
26,single,m,straight,average,mostly anything,often,sometimes,
47,single,m,straight,fit,mostly anything,often,never,no
39,single,f,straight,average,anything,socially,never,no
26,single,f,straight,athletic,mostly anything,socially,,no
34,single,f,straight,fit,anything,socially,never,
24,single,f,straight,,,socially,never,no
34,single,m,straight,average,mostly anything,socially,never,yes
50,single,m,gay,average,,socially,sometimes,no
30,single,m,straight,fit,strictly anything,socially,never,no
28,single,m,gay,fit,anything,socially,never,no
32,single,m,straight,average,anything,socially,never,no
38,single,f,straight,curvy,mostly anything,rarely,never,no
25,single,f,straight,skinny,strictly anything,socially,never,no
24,single,m,straight,athletic,strictly anything,socially,never,sometimes
27,seeing someone,m,straight,average,,rarely,never,no
32,single,m,straight,athletic,mostly anything,socially,never,no
31,single,m,straight,athletic,mostly anything,socially,never,no
40,single,f,straight,average,mostly vegetarian,not at all,never,no
30,single,f,straight,thin,anything,socially,never,no
29,single,m,straight,fit,,socially,never,no
27,single,f,straight,athletic,mostly vegetarian,socially,never,no
27,single,m,bisexual,average,,socially,,sometimes
23,single,m,straight,average,strictly anything,often,sometimes,no
26,single,m,straight,a little extra,mostly anything,socially,never,no
40,available,m,gay,thin,mostly vegan,socially,never,trying to quit
25,single,m,gay,a little extra,,socially,never,no
37,single,m,straight,,,socially,,no
35,single,f,gay,fit,,socially,,sometimes
31,seeing someone,m,straight,skinny,,socially,,
28,single,f,gay,fit,vegetarian,socially,never,no
23,single,m,straight,athletic,mostly other,socially,sometimes,trying to quit
38,single,m,straight,fit,,rarely,never,no
23,single,m,straight,athletic,mostly anything,socially,never,trying to quit
30,single,m,straight,fit,strictly anything,socially,sometimes,yes
22,single,m,straight,average,,socially,sometimes,no
27,single,m,straight,average,strictly anything,often,,when drinking
25,single,m,straight,fit,mostly vegetarian,socially,never,sometimes
26,single,m,straight,average,,not at all,never,no
25,single,m,straight,athletic,mostly anything,socially,never,no
35,single,f,straight,curvy,mostly anything,socially,never,no
30,single,m,straight,average,,socially,never,no
24,single,m,straight,athletic,mostly anything,socially,never,no
43,single,f,straight,fit,,rarely,never,no
26,single,f,gay,skinny,mostly anything,socially,sometimes,when drinking
48,single,m,straight,thin,,socially,never,no
29,single,m,straight,a little extra,mostly anything,socially,never,no
28,single,m,straight,athletic,,socially,,no
36,single,f,gay,average,anything,socially,never,no
46,single,f,straight,thin,mostly anything,socially,sometimes,yes
23,single,m,straight,thin,,rarely,never,no
25,single,m,straight,skinny,,socially,,sometimes
59,single,m,straight,a little extra,mostly anything,often,sometimes,no
19,single,m,straight,thin,strictly anything,not at all,never,no
31,single,m,straight,athletic,mostly anything,socially,never,no
